id,level,skill,lesson,type,prompt,opt_a,opt_a_correct,opt_a_why,opt_b,opt_b_correct,opt_b_why,opt_c,opt_c_correct,opt_c_why,opt_d,opt_d_correct,opt_d_why,accepted,explanation,grammar_note,tags
c1-011,C1,grammar,formal-connectors,mcq,"In formal writing, namun is used in place of which everyday word?","tetapi",true,"Correct - namun is the formal equivalent of tetapi (but).","dan",false,"dan means and.","kerana",false,"kerana means because.","jadi",false,"jadi means so.",,"namun is the formal connector for but.",formal-connectors,grammar
c1-012,C1,grammar,formal-connectors,mcq,"What does the connector oleh itu mean?","therefore",true,"Correct - oleh itu introduces a consequence.","however",false,"However is namun.","because",false,"Because is kerana.","although",false,"Although is walaupun.",,"oleh itu means therefore - a formal alternative to jadi.",formal-connectors,grammar
c1-013,C1,grammar,formal-connectors,mcq,"The connector manakala is used to...","contrast two clauses, meaning whereas",true,"Correct - manakala sets one clause against another.","give a reason",false,"A reason uses kerana.","ask a question",false,"manakala does not form questions.","list several items",false,"Listing uses dan or serta.",,"manakala means whereas - it contrasts two clauses.",formal-connectors,grammar
c1-014,C1,grammar,formal-connectors,mcq,"Which connector would sound too casual in a formal essay?","sebab",true,"Correct - sebab is colloquial; formal writing prefers kerana.","namun",false,"namun is formal and suitable.","manakala",false,"manakala is formal and suitable.","oleh itu",false,"oleh itu is formal and suitable.",,"sebab is the casual form; formal writing uses kerana.",formal-connectors,grammar
c1-015,C1,grammar,formal-connectors,mcq,"What does sungguhpun mean?","even though",true,"Correct - sungguhpun is a formal way to say even though.","therefore",false,"Therefore is oleh itu.","and",false,"And is dan.","or",false,"Or is atau.",,"sungguhpun means even though - a formal alternative to walaupun.",formal-connectors,grammar
c1-016,C1,affix,memper,mcq,"What does memperbesar mean?","to enlarge, to make bigger",true,"Correct - memper- with an adjective forms a causative verb.","the biggest",false,"The biggest is terbesar.","very big",false,"Very big is sangat besar.","to grow bigger by itself",false,"That sense is membesar, not memperbesar.",,"memper- with an adjective forms a causative verb: memperbesar means to enlarge.",memper-prefix,affix
c1-017,C1,affix,memper,mcq,"What does memperkenalkan mean?","to introduce",true,"Correct - from kenal, with memper- and -kan.","an introduction",false,"An introduction is pengenalan.","was introduced",false,"That passive idea is diperkenalkan.","an acquaintance",false,"An acquaintance is kenalan.",,"memperkenalkan means to introduce.",memper-prefix,affix
c1-018,C1,grammar,memper,mcq,"The memper- prefix usually forms...","transitive verbs, often causative",true,"Correct - memper- builds transitive, often causative verbs.","abstract nouns",false,"Abstract nouns use ke- and -an.","adjectives",false,"memper- does not build adjectives.","questions",false,"memper- has nothing to do with questions.",,"memper- forms transitive verbs, frequently with a causative sense.",memper-prefix,affix
c1-019,C1,affix,memper,mcq,"What does memperoleh mean?","to obtain",true,"Correct - memperoleh means to obtain or acquire.","to give away",false,"To give is memberi.","ownership",false,"Ownership is pemilikan.","was obtained",false,"That is a passive idea, diperoleh.",,"memperoleh means to obtain.",memper-prefix,affix
c1-020,C1,affix,memper,text,"Make the verb meaning to deepen, from dalam, using the memper- prefix",,,,,,,,,,,,,memperdalam,"dalam with memper- gives memperdalam - to deepen.",memper-prefix,affix
